title,author,keywords,abstarct,url,vol,year,journal
Are Exporters Always More Productive than Nonexporters? The Productivity Paradox of Exporters in China,"Bih-Jane Liu, Yu-Yin Wu","labor productivity, exports, self-selection, China","In this paper, we provide some evidence that challenges the widespread consensus that exporters outperform nonexporters in productivity. Using Chinese textiles and electronics firms as a case study, we show that Chinese exporters exhibit characteristics different from those in other countries. We also show that, after controlling for firm characteristics and ownership, exporters are less productive than nonexporters when self-selection bias due to the endogeneity of export decisions is considered, a result contradicting the conventional wisdom. Some possible explanations are then provided.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201509-201509230010-201509230010-269-296,43.3,2015,Taiwan Economic Review
The Intertemporal Relationship between Risk and Return: A Panel Quantile Regression Approach,"Jau-Er Chen, Kuei-Fu Lin","intertemporal relation between risk and expected return, ICAPM, dynamic conditional correlations, interactive-effects panel data model, panel quantile regression","This paper explores intertemporal relationship between risk and expected returns in the Taiwan stock market in the context of the Intertemporal Capital Asset Pricing Model. We first estimate the time-varying conditional covariances by dynamic conditional correlations models, and then treat the estimates as explanatory variables in a second-stage panel quantile regression to explore the shape of the conditional distribution of excess returns. A significant positive intertemporal relation between risk and return is identified at the conditional mean and median of the expected return distribution. This positive risk-return relation coincides with the result implied by interactive-effects panel data models and fits into the conditional expectation framework of the ICAPM allowing for cross-sectional dependence. Robustness checks indicate that our empirical results are robust to the choice of proxies of risk, explanatory variables, and econometric methodologies.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201509-201509230010-201509230010-297-331,43.3,2015,Taiwan Economic Review
Financial Frictions and International Capital Flows,"Yi-Kuang Chen, Hsiao-Lei Chu","financial friction, trade friction, international capital flows","We incorporate entrepreneur capital mobility into the model of Antras and Caballero (2009) and find that for a small country, different types of capital tend to migrate in opposite directions, which makes the question of whether trade integration and net capital inflow are complements or substitutes not so straightforward. Therefore, whether protectionism is an improper response to global imbalance as claimed by AC deserves further investigation. In addition, we find that the mode of capital mobility impacts the relative incomes of workers and capitalists, and threaten the existence of the small country's financially-constrained production sector.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201509-201509230010-201509230010-333-357,43.3,2015,Taiwan Economic Review
The Impact of Diabetes on Employment among Middle-Aged and Older Taiwanese: The Moderating Effect of Weight Control,"Dong-Long Lin, Teng-Yuan Hu","diabetes, employment, weight control, trivariate probit model","This study examines whether weight control ameliorates the effect of diabetes on employment among middle-aged and older adults (aged 40 to 64) by gender and weight group. It analyzes two waves of the National Health Interview Survey of Taiwan (2001, 2005). Allowing for endogeneity of diabetes and weight control, it uses a trivariate probit model with instrumental variables, including the family history of diabetes, area prevalence rates of diabetes and weight control. Due to lack of family history of diabetes and insufficient variations in the two area prevalence rates, the findings from the 2001 wave are not totally according to expectation. However, the analysis of the 2005 data does not suffer similar constraints. The moderating effect for overweight or obese (defined as BMI ≥ 24) males is statistically significant, on the order of 1.98%. Most effects are either small or insignificant for other groups. Taking into account the moderating effect for overweight or obese, middle-aged and older males will enhance completeness of cost-benefit analysis in evaluating weight control policy.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201509-201509230010-201509230010-359-405,43.3,2015,Taiwan Economic Review
Financing National Health Insurance: The Challenge of Fast Population Aging,"Minchung Hsu, Pei-Ju Liao","Financing national health insurance, Population aging","This paper studies the impact of rapid population aging on financing a national health insurance program, as anticipated and observed in many newly industrialized countries (NICs). A dynamic stochastic general equilibrium model with endogenous working and saving decisions is employed to quantify the impact. Taiwan, which has been implementing its National Health Insurance (NHI) since 1995 and whose elderly population ratio will double within 20 years, is selected as an example for our analysis. Our results suggest that an additional 16 percent labor income tax will be required in 2050 if the current trend of population aging cannot be improved. Moreover, the impact of medical price inflation is also discussed. We find that the NHI would be unsustainable if the annual growth rate of real medical prices is 2 percent higher than productivity growth. Finally, the fiscal and welfare effects of deferring retirement and financing NHI through different methods are discussed.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201506-201507060024-201507060024-145-182,43.2,2015,Taiwan Economic Review
Asymmetric Information and Alternative Government Financing: A Comparison,Fu-Sheng Hung,"asymmetric information, credit rationing, money and income-tax financing, endogenous growth","This paper compares the relative merits of alternative government financing in the presence of asymmetric information. We first establish that the share of government expenditure determines whether or not credit is rationed, which in turn plays an important role in determining the relative merits of monetary and income-tax financing. It is found that monetary financing leads to both higher inflation and economic growth than income-tax financing if credit is not rationed. If credit is rationed, however, monetary financing leads to a higher inflation rate but a lower growth rate than tax financing. In comparing social welfare, we find that monetary (income-tax) financing is better than income-tax (monetary) if credit is not rationed (rationed). Our results reconcile the pre-existing literature and are consistent with some empirical evidence.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201506-201507060024-201507060024-183-218,43.2,2015,Taiwan Economic Review
Bank Lending Behavior and a Credit Channel in Monetary Transmission: Evidence from Taiwan,"Chao-Hsi Huang, Li-Hsuan Yu","monetary transmission, credit channel, bank loan portfolio","This paper studies the role that bank loans have played in Taiwan's monetary transmission using data on bank loan components in Taiwan. We estimate VAR models consisting of a set of core macroeconomic variables and various bank loan components, and examine the impulse responses of these loan components to a monetary tightening and a real aggregate demand downturn. We find that business loans and secured loans increase while consumer loans and unsecured loans decline after a monetary tightening. In contrast, we find that the above response patterns of bank loans are generally absent during a real aggregate demand downturn. Our findings suggest that bankers' decisions concerning loan portfolios have contributed to the observed changes in loan components after a monetary tightening, confirming the role of a ＂credit channel＂ in Taiwan's monetary transmission.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201506-201507060024-201507060024-219-242,43.2,2015,Taiwan Economic Review
Income-Cum-Consumption Tax Schedules as Stabilization Policy,"Chia-Ying Liu, Chi-Hsin Wu","income tax-cum-consumption tax schedules, tax shifting, stabilization, local indeterminacy, sunspot fluctuations","Productivity externalities create room for Keynesian-type stabilization to insulate the economy from belief-driven fluctuations. Conventional wisdomindicates that in a Benhabib-Farmer-Guo one-sector model, a progressive tax schedule operates like an automatic stabilizer that mitigates business cycle fluctuations, but in an indeterminate two-sector real business cycle model a regressive, rather than a progressive, tax policy stabilizes the economy against sunspot-driven fluctuations. This paper proposes an alternative policy - an income tax-cum-consumption tax schedule-to stabilize the economy against sunspot fluctuations. We show numerically that the government can suppress belief-driven fluctuations by implementing a tax switch decreasing the income tax and increasing the consumption tax. This result is robust not only in a two-sector model with sector-specific externalities, but also in a one-sector model with aggregate productivity externalities.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201506-201507060024-201507060024-243-268,43.2,2015,Taiwan Economic Review
The Evolution of Taiwanese Export Quality,"Hao-Chung Li, Pei-Chen Weng","Taiwanese export products, quality ladders, proximity to the frontier of quality","This paper uses disaggregated U.S. product-level trade data to investigate the evolution of product quality among Taiwanese exported goods between 1989 and 2010. Our results suggest that during the sample period, while Taiwanese exports became more focused on products with longer quality ladders, they also fell further away from the world quality frontiers. This occurs because Taiwanese lost their quality advantage in existing products, and also because Taiwanese attempted to make a transition to products they initially did not have advantage in. We also study the evolution of product quality in different sectors, and our results suggest that while the trends look similar across sectors, there appears to be substantial heterogeneity in terms of the actual timing and causes.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201503-201504200030-201504200030-1-51,43.1,2015,Taiwan Economic Review
Endogenous Delegation Decisions in an Oligopoly Model,"Chia-Hung Sun, Ruey-Yih Lin","endogenous delegation, Stackelberg solution, quantity competition","This study investigates a three-stage game of delegation choice, incentive contract choice, and subsequent quantity choice with a general number of firms. Profit-maximizing owners of firms choose whether to delegate or not to delegate in the first stage, and those firms that choose to delegate decide their incentive contract in the second stage. In the third stage, the owners or managers compete in quantity according to their respective objectives. With linear demand functions and symmetric cost functions, we show that if there are more than three firms in the market and the cost of hiring a manager and production costs are relatively high, or the market size is relatively small, then all firms choose not to delegate. If the costs of hiring a manager and production cost are relatively low, or the market size is relatively large, then all firms choose to delegate. If the cost of hiring a manager, production costs, or the market size is relatively moderate, then some firms choose to delegate, while the others choose not to delegate. In this case, the subgame perfect Nash equilibrium will coincide with the Stackelberg solution.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201503-201504200030-201504200030-53-88,43.1,2015,Taiwan Economic Review
Dynamic R&D Competition with Multiple Technologies,Hsueh-Jen Hsu,"R&D competition, two technologies, two modules, efficiency effect, profit dissipation effect","The literature discussing R&D competition focuses on the case of a single product technology and compares R&D intensity between various dynamic routes. However, the literature ignores the fact that the social welfare produced by the different routes is roughly equal. This paper explores a product commercialization R&D competition in which firms attempt to reduce the cost of a new product so it can be commercialized. The social welfare produced by two possible routes is compared assuming two technologies to provide a product consisting of two modules. On one path one firms leads in lowering the price of both modules and on the other each firm leads in lowering the cost of one module. This paper finds that the social welfare of a path is determined by the relative importance of the efficiency effect and the profit dissipation effect. On path one, there is weaker competition in R&D and the product market, but path one produces higher social welfare because it has both a higher efficiency effect and a lower profit dissipation effect.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201503-201504200030-201504200030-89-117,43.1,2015,Taiwan Economic Review
Optimal Tax Rates in Models of Imperfect Competition with Different Types of Fixed Costs,"Chien-YI Chen, Fu-ShengHung","Externality, Optimal Tax Rate, Public Goods, Imperfect Competition","The roles of fixed costs in models of imperfect competition have been extensively studied. Yet, the possibility that different types of fixed costs may lead to different implications is not systematically explored in the literature. This paper sets up a model of imperfect competition to examine whether different types of fixed costs-production-related or non-production-related fixed costs-influence the optimal tax rates. It is found that different types of fixed costs indeed play a crucial role leading to different implications concerning the optimal tax rates.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201503-201504200030-201504200030-119-142,43.1,2015,Taiwan Economic Review
Welfare Effects of Tariffication on Parallel Trade,"Hong Hwang, Pin-Cheng Huang, Cheng-Hau Peng","tariffication, parallel imports, R&D, social welfare","WTO has long called for converting non-tariff barriers into tariffs. This is called tariffication. Utilizing a two-country model, this paper examines the welfare effect of tariffication on parallel trade. We also compare the R&D levels of the manufacturer before and after tariffication. It is found that tariffication is socially undesirable for the domestic country no matter whether the manufacturer adopts one-part or two-part tariff pricing. But the effects of pricing on the manufacturer's R&D are very different. If the domestic manufacturer adopts two-part (one-part) tariff pricing, tariffication discourages (has no effect on) the R&D investment of the domestic manufacturer. This implies that domestic welfare worsens in the long run under two-part tariff pricing.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201412-201501220012-201501220012-453-473,42.4,2014,Taiwan Economic Review
"Inflation, Government Transaction Policy, and International Currency","Ying-Syuan Li, Jia-Ping Jiang","government sales and procurement, the influence of the government, monetary search, information frictions","This paper develops a two-country, two-currency search model to study how monetary policy and government transaction strategies affect the circulation values of the two currencies. Government agents follow exogenous trading policies, only accept and hold domestic currency. When domestic currency inflates slightly, increasing the trading probabilities of government and private agents, domestic currency appreciates due to increased demand for domestic currency as long as private agents accept and hold domestic and foreign currencies. As the domestic inflation rate goes up the decrease in the rate of return of domestic currency becomes the dominant effect, and thus the domestic currency value declines. When government demand for overseas goods is very large, foreign sellers accept domestic currency even if the cost of verifying this domestic currency is high. Therefore, domestic currency becomes an international currency.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201412-201501220012-201501220012-475-511,42.4,2014,Taiwan Economic Review
The Impact of Required Reserve Ratio on Interest Rate and Consumer Welfare,Ching-Hsiang Chuang,"required reserve ratio, interest rate, consumer welfare, banking","This paper uses a counterfactual experiment to analyze the effects of reducing the required reserve ratio in the Taiwan banking industry in 2008. This paper finds that the decrease in the required reserve ratio led to an increase in the deposit interest rate but reduced the loan rate. In such an instance, liquidity increases since a higher deposit interest rate attracts savings and a lower loan rate increases the demand for investment. In addition, the results show that the decrease in the required reserve ratio enhanced the welfare of banks, as well as savers and borrowers.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201412-201501220012-201501220012-513-538,42.4,2014,Taiwan Economic Review
How to Determine the Order Aggressiveness in Price and Volume during the Closing Call Auction? The Influence of Information Disclosure on Individual and Institutional Investors,Yi-Heng Tseng,"closing call auction, limit order book, transparency, order aggressiveness","This paper utilizes six months of high frequency intra-day data from the order and disclosure books of the Taiwan Stock Exchange surrounding the introduction on February 20, 2012, of a new mechanism for information disclosure of the limit order book. A two-stage sequential ordered probit (SOP) model is estimated in order to investigate how individual and institutional investors determine their comparative order aggressiveness in price and volume in the final five-minute closing call auction. Both groups of investors slightly decreased their order aggressiveness in price and volume after the regime transition. In particular, marginal probability under ordered probit (OP) models show that, after the new mechanism was implemented, institutional investors were more likely to deliver orders with prices strictly inferior to the same-side best simulated quotes to hide their trading intensions.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201412-201501220012-201501220012-539-599,42.4,2014,Taiwan Economic Review
Incentives for Firms to Share Abatement Technology under a Proportion Liability Rule,Yu-Sen Sung,"pollution emission, technology transfer, proportional liability","We analyze in this paper the technology diffusion decisions of two polluting firms. Firm 1, armed with superior pollution abatement technology, must decide on how much technology to share with firm 2. Meanwhile, firm 2 must determine how much of the available technology to adopt. Though inspired by Endres and Friehe (2011), which investigates a related issue under environmental laws of strict liability and negligence rules, this paper differs crucially in two fundamental aspects: we consider a proportional liability rule and costly technology diffusion. We find that the decision to release or adopt more advanced technology hinges on the form of external damage as well as the existence of diffusion costs. Only when external damage is linear and technology diffusion is free will the market equilibrium be efficient.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201409-201410270004-201410270004-315-331,42.3,2014,Taiwan Economic Review
Subcontracting and Export Policy,"Shih-Jye Wu, Hung-Yi Chen","subcontracting, searching costs, outside options, export policy, monopsony","The majority of Taiwan's export industries are under contract to produce components for multinationals, which usually have established global brands and distribution channels around the world. Using their overwhelming buying-power in the world market for components, the multinationals have a dominant position and set an exploitatively lower level of prices in the international components market. In this article, we find that the government of an exporting country can use an export tax to counter the monopsony or oligopsony power of the multinationals. However, the optimal trade policy for exported components shall revert to an export subsidy once the component producers in the export country have outside options to sell their products to potential buyers, or to establish their own brands and sale channels. Meanwhile, we have extended the analytic model to a situation of bi-sourcing; that is, the multinational firms can manufacture a portion of their components in house (insourcing) and acquire the same inputs from external suppliers (outsourcing). We argue that the export tax/subsidy results still hold when the multinational firm is conducting the bi-sourcing strategy.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201409-201410270004-201410270004-333-361,42.3,2014,Taiwan Economic Review
Analysis of the Demographic Distribution of the Minority Groups Facing Discrimination under Incomplete Information,"Wan-Ju Wang, Wei-Torng Juang","incomplete information, networks, discrimination, clustering","Racial clustering is common in a multiracial society. One possible explanation is that people prefer their own kind. This paper constructs a model in which the majority group discriminates against the minority group purely based on the latter's crime rate instead of other outer characteristics such as race or skin. We find that even though the crime rates of all groups are equal ex ante, the minority group still tends to cluster. This is so because the majority group could still discriminate against the minority group due to misjudgments under incomplete information. Such misjudgments come from the high variation of crime rates in small samples. Therefore, the minority group can reduce the probability of being discriminated against by clustering to reduce the variation of its crime rate. We also illustrates the effect other relevant parameters have on the minority group's clustering behavior and test the results with simulations.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201409-201410270004-201410270004-363-404,42.3,2014,Taiwan Economic Review
"Wealth Distribution, Social Structure and Economic Performance","Tai-Long Li, Shiy-Uan Pan","wealth distribution, political investment, social structure, economic performance","Why will an unequal wealth distribution lead to poor economic performance? This paper develops a simple model to answer this question from the perspective of political economics. It is shown that, under some conditions, the distribution of wealth, social structure and economic performance emerge as long-run steady equilibrium outcomes depending on the initial wealth distribution, the political investment cost and the credit market’s imperfection. The more unequal the initial wealth distribution or the higher the political investment cost or the greater the degree of imperfection in the credit market, the less the individuals are able to invest in political capital. Therefore, the political market is less competitive and the incumbent political elite can levy a high tax on the middle class. This not only worsens wealth inequality but also undermines economic development.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201409-201410270004-201410270004-405-451,42.3,2014,Taiwan Economic Review
Income Tax and Labor Supply: Evidence from an EITC Simulation in Taiwan,"Chih-Chin Ho, Fu-Li Chen, Hui-Lin Lin, Eric S. Lin ","EITC, earned income tax credit, labor supply, manpower utilization survey, survey of family income and expenditure","Nowadays Earned Income Tax Credit (EITC) has become one of the most expensive and fastest growing social welfare programs in America. As a result of the success of the EITC in America, this program has also been successfully instituted in many other countries. This paper evaluates the potential effect of an EITC on labor supply in Taiwan. The traditional econometric methods estimating reduced form labor supply by a Tobit or OLS will lead to serious endogeneity problems, when labor faces a kink-point-piecewise-linear budget. We apply the Two Error Model (TEM) in Triest (1990) to overcome this issue. Our finding reveals first that wives' labor hours tend to cluster more at the kink point than husbands do, and the elasticity of substitution for wives is larger than that for husbands. Secondly, the simulation of an EITC shows that when the largest tax credit rises, workers' labor hours are likely to be in the largest tax credit region. When the largest tax credit is 48,000, phase-in and phase-out rates are 40% and 20% respectively. An EITC program could cause a husband and wife on average to reduce their labor hours 6.9% and 8.4% respectively. Finally, no matter what the largest tax credit is, on average, the EITC program will encourage about 59% of non-working family to work.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201406-201409160004-201409160004-167-213,42.2,2014,Taiwan Economic Review
Analyzing the Effect of School Characteristics and Geographical Distance on Local Housing Price-The Case of Taipei City,"Chung-Liang Lin, Jia-Huey Lin","full enrollment school district, hedonic pricing method, propensity score matching, housing price","This paper analyzes the effects of school characteristics and geographical distances on local housing prices, and further discusses these effects within different geographical areas. According to the housing price data from the years 2007 to 2009, merged together from the Department of Land Administration and Taipei Real-estate Database, we find that the housing price is higher if the house is located in a full enrollment school district and the magnitude of this effect is decreasing with geographical distance from the school. In addition, we also find that the distance from the house location to a Mass Rapid Transit (MRT) station plays an important role in increasing the local housing price. As for the analysis of the different geographical areas, the results also show that the magnitude of the effect of school characteristics on the housing price is decreasing with the distance from the house location to the school. We then find that the proximity to an MRT station raises the local housing price and the effect is only significant in the non-full enrollment school districts. Moreover, to reduce the sample selection bias, we use the Propensity Score Matching (PSM) method to analyze the impact of a full enrollment school district on the housing price by using the matching data and we do not find conflicting results. Finally, the empirical results suggest that the housing's own characteristics are the most important factors to affect the local housing price in multi-school districts.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201406-201409160004-201409160004-215-271,42.2,2014,Taiwan Economic Review
Downstream R&D in a Vertically Oligopolistic Structure,Ming-Fang Tsai,"vertically related market, free entry, R&D","This paper considers a free entry upstream industry to analyze the impact of a change of downstream market structure on the input price and on the downstream firms R&D incentives. With a free entry upstream industry, a more competitive downstream market increases the derived demand for inputs, but the input price will, instead of increasing, decrease. Furthermore, an especially noteworthy result of this paper, which is in sharp contrast to the implications of the existing literature, is that a more competitive downstream market causes each downstream firm's output to decrease, but may induce each downstream firm to increase R&D.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201406-201409160004-201409160004-273-296,42.2,2014,Taiwan Economic Review
Gaussian Inference in AR(1) Models with Trend: A Note,"Jhih-Gang Chen, Biing-Shen Kuo","AR model, detrend, first difference, unit root, dynamic panel, fixed effects","This paper adapts the first-difference estimator of Phillips and Han (2008) to the estimation and inference in AR(1) models with trends. With a detrending procedure, the first-difference estimator remains applicable and is shown to retain the Gaussian asymptotics. A unit root test based on the estimator is more powerful than that based on the double-difference estimator. The proposed estimator is especially useful when applied to dynamic panels.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201406-201409160004-201409160004-297-313,42.2,2014,Taiwan Economic Review
Bank Runs and Interest Rates,"Shi-kuan Chen, Yi-Cheng Kao","probability of bank runs, term structure of interest rates, symmetric mixed strategy","The term structure of interest rates and the phenomenon of bank runs are widely but separately studied in the literature. In this paper, we introduce simple term structure of interest rates in a bank runs model. By allowing depositors to use a symmetric mixed strategy, the probability of bank runs can be derived. Our simulation shows that a low short-term real interest rate or a high long-term real interest rate would raise the probability of bank runs. This result is consistent with recent empirical findings.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201403-201409160003-201409160003-1-21,42.1,2014,Taiwan Economic Review
"The Effects of Deposit Insurance on Financial Crisis, Economic Growth, and Social Welfare",Chi-Ting Chin,"deposit insurance, financial crisis, economic growth, social welfare","Diamond and Dybvig (1983) discovered that deposit insurance can prevent both bank runs and financial crises. Moreover, demand deposits might achieve the equilibrium that maximizes social welfare. However, Diamond and Dybvig (1983) neglected the growth effect of deposit insurance. This paper considers endogenous growth and finds that deposit insurance can prevent bank runs due to random withdrawals, resulting in a higher rate of economic growth. Through a simulation, this paper concludes that the optimal deposit insurance to maximize social welfare only offers partial protection, and Diamond and Dybvig (1983) underestimated this optimal deposit insurance since they did not consider the growth effect of deposit insurance.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201403-201409160003-201409160003-23-48,42.1,2014,Taiwan Economic Review
Mark Stability and Trading Mechnism: Evidence from Taiwan Futures Market,"Chang Chan, Jie-Huan Lee","call auction, continuos auction, volatility, Taiwan futures market, financial crisis","This research investigates why the market volatility of call auctions is different from that of continuous auctions, using the shift from call auctions (one clearing every 10 seconds) to continuous auctions in the Taiwan Futures Exchange. Through an empirical study of 5,000,000 intraday transactions, we find that there is lower temporary price volatility in call auctions. The lower volatility of call auctions is due to two major reasons: first, the bid ask bounce in call auctions is moderate; second, more participants join each transaction in call auctions therefore the transaction price deviates less from the equilibrium value. Moreover, we also find that call auctions may stabilize market prices, especially under the following two circumstances: first, when information is highly asymmetric; second, when an instrument is more actively traded. The findings of this research help to explain why the major stock markets in the world adopt call auctions and why a trading halt is implemented when the market is unstable. The result also offers the governing authority a way to choose financial-market-stabilizing information. The information is important in a financial crisis, during important politico-economic events, and for immature markets (e.g., a market dominated by individual investors)",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201403-201409160003-201409160003-49-101,42.1,2014,Taiwan Economic Review
"Credit Rating Changes and CEO Compensation: The Moderation Effects of Board Independence, Expertise, and Attendance",Chao-Jung Chen,"credit rating downgrade, board independence, expertise attendance, CEO compensation, quantile regression","The credit rating is an index of the firm's financial condition and performance rated by a professional institute, and it can also be considered an indicator of executives' accountability and stewardship. Using a sample of Taiwan listed companies (excluding the financial industry) from 2006 to 2010, this study examines the relation between credit rating downgrades and CEO compensation, and the moderating effects of board independence, expertise, and attendance. The empirical results show a decrease (increase) in CEO compensation following company credit rating downgrades (upgrades), and the relation becomes more significant when the credit rating changes from low to high risk. In addition, quantile regression tests find that the magnitude of the decrease (increase) grows when CEO compensation is in a high quantile. The greater the independence, expertise, and attendance of a company's board, the more efficient the company will be. After a company's credit rating is downgraded, CEO compensation is also decreased. Credit ratings are downgraded (upgrades) for various reasons and the results also show that the reduction (increasing) in the range of CEO compensation is greater when downgrades (upgrades) are due to the state of operations.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201403-201409160003-201409160003-103-155,42.1,2014,Taiwan Economic Review
"Employer's Reporting of Worker's Income, Incentive Contracts, and Tax Compliance","Tsung-Sheng Tsai, C. C. Yang","income reporting, tax evasion, incentive contract","This paper analyzes the role played by the firm in tax compliance. The IRS cannot observe the worker's income, and so the employer has to report the worker's income to the IRS. The IRS can audit the worker when there is a possibility of tax evasion. We argue that the report made by the employer can become a tool used to control the worker's incentive to work. Compared to the second-best contract, it is possible that the employer can promise to report a lower wage income and induce the worker to put forth more effort, when the IRS audits the worker less frequently. Both the employer and the worker may be better off under such a reporting system.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201312-201312240018-201312240018-339-363,41.4,2013,Taiwan Economic Review
Durable Goods Monopoly with Network Effects,Cheng-Tai Wu,"durable goods monopoly, network externality, coase conjecture","This paper examines the pricing behavior of a monopoly in a durable goods market with non-delayed network effects. Network externalities ensure that each consumer will have a strictly positive willingness to pay for holding the goods, which in turn implies that the trading process must end within a finite time. The monopolist faces a trade-off between the respective benefits of price discrimination and accelerating the trading process, and the effect of the non-delayed network effects is to increase the latter benefit; therefore, equilibrium prices must decrease over time. We show that there exists a unique stationary equilibrium, and that the Coase conjecture holds in equilibrium. Furthermore, when the network effects are sufficiently strong, the monopolist will flood the market immediately. We also provide examples in which equilibrium prices and states can be explicitly computed. The comparative statics results suggest that the stronger the network effects, the more quickly the whole market will be covered.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201312-201312240018-201312240018-365-401,41.4,2013,Taiwan Economic Review
Imported Inflation and Real Exchange Rate Dynamics,"Tien-Wang Tsaur, Jen-Ruey Tsaur","imported inflation, currency substitution, exchange-rate dynamics, locally indeterminacy","This paper examines the effect of imported inflation in a small open economy importing intermediate inputs for production purposes under a system of flexible exchange rates. The dynamic interactions between the real and monetary sides will also be analyzed. We develop a two-sector (the intermediate input sector and the final good sector) production model into the real side, and incorporate rational expectations and currency substitution into the monetary side. Based on this framework, the effects of the increase in foreign prices of both intermediate inputs and final goods on the domestic price, output, employment and real exchange rate dynamics will be studied. The trade elasticities, the cost elasticity of holding the currency mix, the average propensity to import out of expenditure, and the degree of dependence on imported intermediate inputs are crucial in influencing the steady-state and impact effects as well as dynamic adjustment paths. When the Marshall-Lerner condition holds, the adjustment of real exchange rates exhibits saddle-path stability. When the Marshall-Lerner condition fails, the adjustment of real exchange rates may exhibit indeterminacy.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201312-201312240018-201312240018-403-441,41.4,2013,Taiwan Economic Review
The Equity Effects of Three Higher Education Policies in Taiwan,Jing-Jun Chang,"crammer for examination, higher education subsidies, income inequality, intergenerational mobility, reverse income distribution","This paper attempts to discuss the equity effects of three higher education policies (education quotas, education subsidies and tuition fees adjustments) in Taiwan. We develop a two-period overlapping generational model where the education quota of the public university is limited and the quality of the public university is better than that of the private university. The simulations show that: (1) an increase in the education quota of the public/private university will raise intergenerational upward mobility and lessen the reverse income distribution, but at the same time will widen the wage inequality and increase the Gini coefficient; (2) an increase in the public education subsidies will raise (not decrease) the wage inequality and Gini coefficient; (3) an increase in the tuition fees of the public university will reduce the intergenerational upward mobility slightly, but will improve the reverse income distribution significantly.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201312-201312240018-201312240018-443-484,41.4,2013,Taiwan Economic Review
"Monetary Policy, Globalization and the New-Keynesian Phillips Curve","Han-Liang Cheng, Ching-Sheng Mao","dynamic stochastic general equilibrium model, New-Keynesian Phillips curve, MLE","Taiwan has experienced finance reform and monetary policy change since 1988 and seen an increased level of globalization and reduced volatility of inflation. These changes may lead to a structural change of the New-Keynesian Phillips curve. This paper constructs a small open stochastic general equilibrium model and derives the New-Keynesian Phillips curve to examine the effects of finance reform and monetary policy change on the slope of the curve. The results show that besides financial reform, the monetary policy change which stabilized the price level was a main factor increasing slack in the New-Keynesian Phillips curve after 1988. To confirm the conclusions above, we employ a state-space model and AR(p) to obtain expected inflation, and then estimate the slope of the reduced form Phillips curve. This supports the above conclusion. Furthermore, variance decomposition analysis shows that monetary policy shocks and technology shocks were the main contributors to the business cycle before 1988, while investment efficiency shocks and technology shocks became the main factors after 1988.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201309-201311050020-201311050020-219-250,41.3,2013,Taiwan Economic Review
Reinvestigating the Influence of the Railroad on Agricultural Production in Early 20th Century Taiwan,"Ko-Hua Yap, Mon-Chi Lio","railroad, agriculture, Taiwan economic history, GIS","Railroads constructed in early 20th century Taiwan reduced transportation costs promoting trade in the surrounding areas and improving the level of agricultural output. This study aims to test this hypothesis by utilizing a detailed data set consisting of more than two thousand villages in Taiwan surveyed around 1903 and 1915. The empirical findings show the effect of established stations that opened before 1903 on land productivity was insignificant during 1903-1915. However, land productivity in villages near new stations opening during 1903-1915 increased more than that of other villages during the same period. Moreover, based on the estimation of an agricultural production function with Cobb-Douglas form, the total value of output of the villages nearest to new stations increased more than 20% during 1903-1915 while production inputs remained constant. These results indicate railroad construction improved the level of agricultural output.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201309-201311050020-201311050020-251-277,41.3,2013,Taiwan Economic Review
