title,author,keywords,abstract,url,vol,year,journal
Elucidating Service Program Responses to Domestic Violence in Taiwan,Mei-Kuei Yu,"service program, collaboration, domestic violence prevention","This study examines the effectiveness of domestic violence prevention-related service programs in 22 local governments. Based on those results, the growth and decline of domestic violence prevention-related service programs in 22 local governments are categorized. Recommendations are also made on how to enhance the quality of domestic violence prevention-related service programs in Taiwan. While lasting for ten months (i.e. March to December 2011), this study consists of three stages. In stage 1, domestic violence prevention-related service programs from 2007-2011 in 22 local governments are reviewed. In stage 2, small group forums are held in 22 local governments to exchange opinions with NGOs and governmental agencies on how to more effectively implement the service programs in each local government, determine the availability of resources to these local governments, and examine the difficulties of local governments in implementing such programs. In stage 3, a focus group is conducted in which local government representatives discuss the primary evaluation results of stages 1 and 2. Analysis results indicate that domestic violence prevention-related service programs have evolved from victim assistance to a correction service of perpetrators. The programs have also evolved from social case work to group work and community work. Additionally, for instance, the muti-agency service programs have been extended from social service organizations to prisons. Moreover, the services offered previously only to individual victims have been extended to others, including children and other important family members. Results of this study provide recommendations and a valuable reference for governmental policy planners.",https://www.airitilibrary.com/Publication/Index?DocID=16818822-201406-201407160004-201407160004-53-96,29,2014,NTU Social Work Review
"The Experience of Local Service of a Psychiatric Medical Team to Execute the Project of Psychological Rehabilitation after Typhoon Morakot, and Reflection on the Role of the Psychiatric Social Worker","Mei-Yi Wang, Dong-Long Lin, Ti Lu","psychological rehabilitation, psychiatric social worker, local service, secondary hazard, psychological trauma","Following Typhoon Morakot, the Taiwan Executive Yuan regulated the Department of Health at local authority and hospital level to execute the project of psychological rehabilitation, following the principle of 'local service'. However, the concept of 'local service' was illustrated in a somewhat limited fashion. This research study has two aims: on one hand, to clarify the principle of 'local service' in the project of psychological rehabilitation after the disaster dependent on exploring the documentation; and on the other hand, to analyze the service experience of mental health work teams engaged in the project of psychological rehabilitation following the Typhoon and then recognize the difficulties of providing local services and reflect on the role of the psychiatric social worker. The documents of the service project and interviews with medical team members and local partners were utilized to conduct this research. There were three major findings: firstly, when these medical professionals entered the disaster area, they were unable to adjust their familiar vision and service model; secondly, the central government reconstruction policy treated individual and collective trauma separately, focusing on providing material and short-term assistance and neglecting to repair connections with the community, so that the policy could not in fact contribute to rehabilitation of collective trauma and resulted in a secondary hazard; and thirdly, the psychiatric social worker plays an important role in being the bridge that helps the medical team enter the community, and also take the role of team leader following the progress of reconstruction. This study makes two suggestions: firstly, psychiatric social workers could introduce the ecosystem and strength perspectives to medical team members and assist them in rethinking the teamwork model in non-traditional medical fields together; and secondly, enhance the integration between the various government departments and take the correlations between individual and collective trauma seriously.",https://www.airitilibrary.com/Publication/Index?DocID=16818822-201406-201407160004-201407160004-97-148,29,2014,NTU Social Work Review
A Time to Submit and a Time to Resist: The Family Caregiving Struggle of New Immigrant Women from Southeast Asia,"Shih-Ying Cheng, Hon-Yei Yu","family caregiver, submission, new immigrant women from Southeast Asian, patriarchal oppression, resistance","This study investigates the following topics: (1) the experiences as caregivers as new immigrant women from Southeast Asia, (2) the factors influencing these women to submit or resist the role of a caregiver, and (3) the strategies that these women used to negotiate their role. After interviewing 16 new immigrant women from Southeast Asia, four findings were conceptualized. First, these women crossed the ocean to take on the caregiver's role. Second, the factors influencing the women's acceptance of the role were: the gender frame within the ""One Family"" mentality, the dynamics of the women's relations with their in-laws, pragmatic concerns for their situation at home, and the women's acceptance of the family culture of their motherland. While the tactics these women used to resist the role were: laying out acceptable terms and threshold and an-eye-for-an-eye approach after discrimination. As for the strategies of the women to negotiate their roles, they were: power struggle in the domestic arena, communicating the cultural difference, and seeking for replacement caregivers. For these women, the dynamics of their family care- giving experiences were best described as ""a time to submit and a time to resist."" The study also discusses how the combination of patriarchal oppression, family caregiving needs, immigration acts, and family care policies forced these immigrant women to become family caregivers. The resulting family was found to be responsible for further reinforcing patriarchal oppression. The study concludes with some practical and policy-related recommendations.",https://www.airitilibrary.com/Publication/Index?DocID=16818822-201406-201407160004-201407160004-149-197,29,2014,NTU Social Work Review
State Supervision in Long Term Care Insurance in Germany,"Yi-Chun Chou, Hsiu-Mei Chuang","long-term care insurance, collective negotiation, quality control, state supervision, needs assessment","With the wave of aging populations, long-term care service is increasingly available to the public and has become the main issue of the world's states. Since the 1970's, because of services-effectiveness and the increased demand for long-term care, social services have progressed toward marketization and diversification. Private profit and non-profit organizations participate in the quasi-market of social services. However, marketization leads to problems of vicious competition and low quality. Therefore, how can the state promote effective supervision of social services market? In Germany, for profit and non-profit organizations are initially accepted as the care service providers for implementing long-term care insurance. Both profit and non-profit organizations account for a high proportion of the market of long-term care service providers, and competition exists. The results of this study showed that competition between profit and non-profit care service providers exists in the German long-term care market but is still under strict state supervision with responsibilities divided between the federal and state governments to avoid the overlap of management concerns. Participation in collective negotiation ac- cording to the role of the long-term care insurer is divided between public and private sectors to achieve the self-determination of social groups. The competitive advents for non-profit organizations; and through the health insurer as a third party to care needs are assessed and service quality is evaluated. These considerations enable the effective state supervision of care service providers in the long-term care insurance market.",https://www.airitilibrary.com/Publication/Index?DocID=16818822-201406-201407160004-201407160004-199-242,29,2014,NTU Social Work Review
Adaptation to Severe Illness among People with Thalassemia Major,Yi-Ti Tung,"adaptation to illness, social stigma, social support, thalassemia","Thalassemia is a common genetic disease in the world. Medical technology and National Health Insurance prolong the lives of patients with thalassemia major. However, the psychosocial functioning of those patients could be just as important. The purpose of this study is to explore the process of adaptation in patients with thalassemia major who have been diagnosed as children, teenagers and in adulthood. The study also analyzes the factors affecting adaptation to severe illness in thalassemia major patients. The study conducts qualitative research to collect data by in-depth interviews of 18 patients with thalassemia major. The results show patients felt suffering and hopelessness in their early stage, however, maturity and responsibilities or employment helped patients to adapt well and prove their value and future after entering adulthood. The positive factors of adaptation are social support, religious beliefs, and medical technology progress, which inspire hope for thalassemia major patients. The risk factors are complications, negative attitudes towards family and social stigma, which affect the survival beliefs of patients. Finally, several suggestions for patients' families, social workers and medical professionals are recommended. The findings of this study may be employed to cope with psychosocial adaptation among patients with chronic or severe illness in clinical practice.",https://www.airitilibrary.com/Publication/Index?DocID=16818822-201406-201407160004-201407160004-243-279,29,2014,NTU Social Work Review
Art and Social Work Practice,Shu-Yuan Wang,"art, social work, social work practice","Though introductory social work textbooks commonly define social work as an art as well as a science, the artistic side receives little attention today in social work theory, method, or education. The author found the essence and function of art echo social work values and goals, such as evoking deeper human love and feelings, facing up to the real self and leading an authentic life, critical thinking and making individuals peaceful and happy. Also, the practice of social work is very much an art in the sense that each problem situation it undertakes to remedy is invariably unique and one-of-a-kind. To be effective in dealing with unforeseen problems that arise on the job, a social worker must to some extent take the same creative approach the artist does in approaching each new work of art. The solution needs to be beautiful, in the sense that it is felt by everyone involved to be right and to be fitting. The primary resource for success needs to be the ability of the individual social worker to respond from her deepest, most authentic self in a way, and with a degree of self-knowledge, that engages and draws into play the same in the client. Examining these and other similarities between art and social work, this paper concludes by listing various ways in which it would benefit social workers if their education placed more stress on the artistic side of their profession.",https://www.airitilibrary.com/Publication/Index?DocID=16818822-201312-201401230002-201401230002-1-46,28,2013,NTU Social Work Review
The Correlates of Empowerment for People Living with HIV/AIDS,"Deng-Min Chuang, Li-Yu Song","empowerment, HIV, people living with HIV/AIDS","People living with HIV/AIDS (PLWHA) are marginalized because of the social stigma for HIV. However, these people seldom speak for themselves or fight for their rights. Thus, this study aims to explore the factors correlated with empowerment in PLWHA.Participants recruited through purposive sampling in all areas in Taiwan, filled out the standard questionnaire to reveal their empowerment scores. The variables associated with empowerment included life satisfaction, HIV internal stigma, types of participation, HIV/AIDS knowledge, medication and demographic data. To test the explanatory power of our model, bivariable and multiple regression analyses were performed. Participants were further classified as intravenous drug users (IDU) or homosexuals.A total of 379 non-repetitive questionnaires were completed. According to statistical analyses, the mean score of empowerment was low. Among all participants, the score was higher on the social-political dimension than on personal and interpersonal ones. Empowerment scores differed by gender and environment variables only for IDU but not for homosexuals. Regression ana-lyses revealed life satisfaction, participation as community representative for residents, HIV/AIDS knowledge and medication compliance were independent factors affecting higher empowerment scores. Our model accounted for 36% of the variance for these variables. For homosexuals but not IDUs, internal HIV stigma was significant in regression analyses.In conclusion, addressing the independent factors in PLWHA and reducing the internal HIV stigma for homosexuals may help to empower PLWHA.",https://www.airitilibrary.com/Publication/Index?DocID=16818822-201312-201401230002-201401230002-47-91,28,2013,NTU Social Work Review
An Exploratory Study on Fathers' Use of Paid Parental Leave in Taiwan,"Ting-Hsin Li, Shu-Yung Wang","parental leave fathers, gender role expectation, application motivation, caring experiences","Taiwan's Parental Leave policy was set up in 2002, and most of the applicants are still women. Even though the parental leave allowance has been provided since 2009, the duty of care is still mostly undertaken by women. Therefore, the main purpose of this study is to understand the motivations and model of care of fathers who take parental leave.This study uses qualitative research and then interviews nine parental leave fathers to find two main points. First, there is a hierarchical relationship among the main five factors for taking parental leave, including ”personal”, ”family”, ”social environment”, ”occupational structure” and ”the emergence of the problem”. These factors make some fathers ”want to” take, others ”need to” take, and others ”have to” take parental leave. Second, parental leave fathers differ from mothers who are often responsible for the same care work at home. Because fathers can use their time flexibly, they can also clearly separate care work and house work, whereas mothers need to take them all. For most parental leave fathers, caring for a child is just like a relay race, because they can easily pass the baton to the next person. In other words, parental leave fathers still fail to become the primary caregiver, even when they apply for parental leave.Overall, the traditional social stereotypes of gender roles are still firmly embedded in the social structure and they also shape personal behavior. This therefore has a great influence on expecting men to become the breadwinners and expecting women to become the caregivers.",https://www.airitilibrary.com/Publication/Index?DocID=16818822-201312-201401230002-201401230002-93-135,28,2013,NTU Social Work Review
An Exploration of Multi-Dimensional Assessment and Tools Construction for Family Caregivers in Taiwan,Chih-Chung Huang,"multi-dimensional assessment tools, long-term care, family caregivers, supportive services","Recent shifts in long-term care policies have move away from hospitalization to care in the community and emphasize deinstitutionalization in favor of home- and community-based care options. Success often depends on the essential contribution of family and informal caregivers, who are the backbone of the long-term care system. However, this progress continues to put pressure on family members and friends to take on caregiving roles, despite the risk of negative consequences. These caregivers-generally wives and adult daughters-bear most of the financial, emotional, and physical strain of locating, organizing, and providing care to family members and friends. While policy makers and practitioners increasingly recognize the central role that families play in coordinating and providing long-term care services to frail elders and people with disabilities, these professionals have dedicated little effort to systematic assessment of the situation and the well-being of family members or informal caregivers to determine what assistance they may need. Therefore, an assessment can be the first step toward helping caregivers obtain the information and services they need to maintain their own health and well-being in the face of the caregiving tasks before them. Caregiver assessment may determine eligibility for caregiver support services and can serve as a basis for a care plan and services to support and strengthen family caregivers. This article focuses on assessment from a new perspective, that of the family caregiver. It also justifies the connections between caregiver assessment and supportive services for family caregivers. This article also discusses implications for policy, practice, and further research.",https://www.airitilibrary.com/Publication/Index?DocID=16818822-201312-201401230002-201401230002-137-173,28,2013,NTU Social Work Review
International Social Work Practicum in Gerontology: An Example of a Taiwan-US Partnership,"Pei-Shan Yang, Phyllis Erlbaum-Zur, Lih-Rong Wang","social work curriculum design, international social work, globalization, social work practicum, social work education","A pioneer international practicum in gerontology offered to MSW students from Taiwan was initiated by a Taiwan-US partnership in 2006. This study examines the process and outcomes of this practicum. In depth interviews were conducted to two US field agency administrators, three field supervisors, and four MSW students in 2010. Data analysis applies grounded theory. Results indicate that integration is the core of international practicum. Immersion, detailed planning and liaison persons are key components to maximize students' learning. The authors assert that immersion in cross-cultural social work practice enables students to synthesize knowledge, values, and critical thinking. However, with the shortage of resources for international training, the authors suggest that budget allocation for international social work education be given increased priority.",https://www.airitilibrary.com/Publication/Index?DocID=16818822-201312-201401230002-201401230002-175-201,28,2013,NTU Social Work Review
Shaking Their Heads in the Closet: Drug Use Experiences and Coping Strategies of Young Gay Men,"Deng-Min Chuang, Ching-Ying Shen","coping strategy, drug use experiences, MDMA, MSM","Methylenedioxymethamphetamine (MDMA) users among Men who have sex with men (MSM) are often marginalized and excluded from society. As a result, this study investigates why MSM use, how they cope with pressure and develop relevant strategies. This study carries out qualitative research. Data were collected from 8 MSM aged between 18 and 30 who have used or have been using MDMA by in-depth interviews and data analysis.The results show that individual's curiosity and so-called 'e-pals' are the leading factors leading to use of MDMA for the first time. The reasons for continued use of MDMA include positive cognition, psychological addiction and related relationship benefits. However, some stresses come with drug use, including depression, fatigue and pressure from media, peers and the law. This study further explores different strategies use by MSM to cope with the negative impacts of MDMA use. The final part of this study focuses on how to raise awareness among MSM who use MDMA and how to protect them. We also point out possible issues for further research.",https://www.airitilibrary.com/Publication/Index?DocID=16818822-201206-201307080007-201307080007-1-44,27,2013,NTU Social Work Review
Study on Rationale and Preliminary Planning of Child Allowance,"Shu-Yung Wang, Ching-Hsia Cheng, Cheng Wang","fertility, child allowance, source of finance","The fertility rate in Taiwan has dramatically plummeted, posing a negative impact on the future labor force, economic, and demographic structures. There has been much discussion on policies for encouraging fertility. Among which, the implementation of child allowance policy, with the objective of sharing the financial burden of parents with young children, is highly debated.This study aims to demonstrate that child allowance is just one strategy in the entire child welfare package, which illustrates the government's willingness to share the responsibilities of rearing children. The major goal of child allowance is to protect the basic rights of children. Therefore, in addition to exploring the possibility of implementing child allowance, this study emphasizes the importance of introducing other child welfare policies at the same time.On the basis of the study results, we recommend that there should be universal entitlement of child allowance at a flat rate ranging between NT$3,000-NT$5,000. According to the sources of finance, two strategies are proposed. One is to increase business tax by 0.5%-0.83% if the benefit is to be financed by general tax; and the other is to increase contribution rate of social insurance by 0.59%-0.98% if the benefit is to be financed by insurance premium.",https://www.airitilibrary.com/Publication/Index?DocID=16818822-201206-201307080007-201307080007-45-92,27,2013,NTU Social Work Review
Subject Construction after Cross-Border: Immigrant Lone Mothers and Their Local and Cross-Border Negotiation,"Shu-Man Pan, Jung-Tsung Yang","immigrant lone mothers, multiple family support programs, local and cross-border negotiation, transnational mothering","Drawing on in-depth interviews with 20 immigrant lone mothers, this paper presents their experiences of local and cross-border negotiation of motherhood. Before becoming lone mothers, marriage immigrant women's strategies of motherhood negotiation are contingent on their responsibility to care for elderly members of their husband's family. If marriage immigrant women are not responsible for caring for the elderly in their husband's family, they tend to resort to extended negotiation of motherhood. If they are responsible for caring for the elderly, they tend to employ compromised negotiation of motherhood. After becoming lone mothers, marriage immigrant women's strategies of practicing motherhood depend on the age of their children. If their children are of pre-school age, immigrant lone mothers tend to use cross-border negotiation or adjustment of their working schedule and location. If their children are of school age, immigrant lone mothers tend to develop local resources or change their jobs. This paper argues that current feminist discourse on mothering and traditional discourse on the good mother cannot adequately interpret these motherhood strategies. These strategies not only challenge traditional and feminist discourses of motherhood but also reveal the empowerment of cross-border negotiation. However, this negotiation only involves immigrant lone mothers and their own mothers still living in their country of origin, the father in Taiwan remains absent. Facing global migration and increasing divorce rate and single parent families, this paper proposes: (1) presenting new discourse on mothering; (2) conducting multiple family support programs; and (3) providing social benefits for (multiple) part time jobs.",https://www.airitilibrary.com/Publication/Index?DocID=16818822-201206-201307080007-201307080007-135-183,27,2013,NTU Social Work Review
The Coordination of Nonprofit Organizations in Community Care Service: A Research for the Community Care Stations,Shu-Twu Wang,"community care station, community-based nonprofit organization, resource network, coordination","Community care stations combined with the strength of local organizations to reach the ideal community for aging in place. The author intends to understand how these organizations establish their resource networks of services through the process of elderly welfare services delivery in communities. It explores how the coordination works in the process of community service in terms of serving the elderly in community. This study focuses on the nonprofit organizations that set up community care stations. The results indicate that volunteers and residents of the neighborhood are important human resources. Grants from the government are the major financial sources of the care stations. Most of the community care stations are run by community development associations. Regarding the network connections, the board members of community organizations often serve related positions in other organizations. Finally, the collaborative relationships among community care stations are mainly informal. Factors that impact the utilization of informal collaborative relationships include the diversity of human resources and financial resources, attributes of organizations, and resource linkage of the services. Besides the diversity of human resources and financial resources, time of the establishment of community care station is also a critical factor that affects formal collaborative relationships.",https://www.airitilibrary.com/Publication/Index?DocID=16818822-201206-201307080007-201307080007-185-228,27,2013,NTU Social Work Review
Gender Differences in Intimate Partner Homicide,"Tsung-Chieh Ma, Miriam Mei-Lin Liu, Hui-Fen Hung","gender difference, homicide, intimate partner","The purpose of this research is to compare the profiles and motives of women versus men charged with murder or attempted murder of their intimate partners. Content analysis was used as research method. The data was collected from the database of the Taiwanese Department of Justice; all court verdicts of intimate partner homicide and attempted homicide cases from 1998 to 2009 were reviewed by the researcher. The cases were coded with regard to relationship status, relationship state, location of the murder, history of violence, weapon used, motives, mental illness, and killed others beside partners. The total number of the cases was 224, including 198 male and 26 female offenders. Since the female offenders sample is relatively small (11% of the total), descriptive statistics and Chi-Square have been used in this analysis. The significant result of this study regard to gender differences of intimate partner homicide were as follow: (1) Women were significantly more likely to have actually killed their intimate partners, (2) Males were more likely to have murdered or attempted murder when the relationship were over and separated, however, women generally killed the intimate partners while still in a relationship with them. (3) Male attempted to kill their partners in public places, however, women only killed partners at home. (4) 40% of men (but just 10% of women) had abused their partners before killing. 42% of the women had been victims of battery prior to killing their intimate partners. (5) Among men, the risk of partner abandonment, sexual jealousy, and economic issues were the major motivations to kill; however, self-defense was the most common motivation among women. (6) Regarding to killing method, only men used beating and only women use poison. Because of the gun controlled policy, gun is not easily accessed, knife is the major weapon for both man and women. (7) And 20% man also killed someone who were not their partners, they were parents, children, sibling, boy friend and suspected boyfriends.",https://www.airitilibrary.com/Publication/Index?DocID=16818822-201212-201303180023-201303180023-1-40,26,2012,NTU Social Work Review
A Road Far Away from the Aboriginal Hometown?-Rethinking the Post-disaster Relocation Policy of Typhoon Morakot,"Jyh-Cherng Shieh, Tsungh-Si Fu, Jwu-Shang Chen, Wan-I Lin","post-disaster relocation, permanent housing, special areas, disaster recovery, Typhoon Morakot","In August 2009, Typhoon Morakot hit Taiwan and caused severe disasters in Mid-Southern Taiwan, such as landslips, landslides, and flooding. Many aboriginal tribes were severely affected. In fear that disaster would strike again, the post-disaster relocation program was enacted. The government enacted ”Forced Resettlement or Village Relocation,” which became a pivotal point of post-disaster reconstruction policy. To allay public doubts on the compulsory village relocation policy, the procedure of ”Reaching Agreement by Consulting with the Original Tenants” was set as a requirement for ”Defining Special Areas.” The process of forced village relocation was divided into 3 phases: assessment, consultation, and settlement. This paper analyzes the present reconstruction and future post-disaster countermeasures by examining research, local reports, and documentation, interviewing the key figures of reconstruction, comparing official statements, and introducing and discussing the phases of post-disaster village relocation. The time pressure for recovery after Typhoon Morakot resulted in significant controversy during the reconstruction process. The participation and autonomy of the affected people is an important issue. This paper examines the recovery phases, including land security evaluations, negotiations for relocation, applications, and distributions of permanent housing, to explore the participation and autonomy of affected communities during the rebuilding process.",https://www.airitilibrary.com/Publication/Index?DocID=16818822-201212-201303180023-201303180023-41-86,26,2012,NTU Social Work Review
Probation and Parole Officers' Perceptions of the Effectiveness of Polygraph Testing in Sex Offender Supervision,"Yu-Jeng Li, Min-Chieh Lin","sex offender, probation and parole officer, supervision, polygraph","Previous studies chiefly focused on the quantitative effectiveness of polygraph testing in sex offender supervision and treatment. However, qualitative studies examining the function and practical use of polygraph testing are in their infancy. Hence, the current study aims to explore how probation and parole officers perceive the effectiveness of polygraph testing in sex offender supervision from a qualitative perspective. Using stratified purposeful sampling, this study collected qualitative data from in-depth interviews with seven probation and parole officers. These data were further analyzed using thematic analysis. The findings indicate polygraph testing acts as a psychological deterrent, and therefore probation and parole officers utilize polygraph testing as an important tool in making or adjusting supervision plans. However, in light of the limitations of polygraph testing, probation and parole officers do not regard polygraph testing as the only important supervisory measure. On the other hand, operant conditioning is presented to explain the shaping process of the offender's internal conditioning resulting from polygraph testing. The ways probation and parole officers use polygraph testing and related issues are discussed. The authors also make recommendations for future research and practitioners' use of polygraph testing in sex offender supervision and treatment.",https://www.airitilibrary.com/Publication/Index?DocID=16818822-201212-201303180023-201303180023-87-137,26,2012,NTU Social Work Review
Am I a Daughter-in-law or a Care Worker?-A Study on the Formation of the Caretaking Role and the Caretaking Experience of Foreign Daughters-in-law,Chen-Fen Chen,"care burden, family caregiver, immigrant daughter-in-law, long-term care","The purposes of this research include (1) analyzing the factors of foreign daughter-in-law status becoming a career; (2) understanding migrant daughter-in-law's feelings about the caretaking experience; (3) investigating immigrant daughter-in-law stress, and how they cope. Interview data was collected from 13 immigrant daughters-in-law who take care of their disabled parents-in-law. The interviewers were asked to reveal their caretaking experiences in order to discover the hidden meaning behind the phenomena. Data was collected using semi-structured in-depth interviews and scrutinized using thematic analysis. Three essential themes emerged: (1) Why me? How about other daughters-in-law? (2) Am I a daughter-in-law or a care worker? (3) Life becomes difficult for a daughter-in-law, a mother, and a wife at the same time. This study shows that foreign daughters-in-law have little to no support from their husbands' families, and that they feel they are treated more like care workers, or employees, rather than family. Our findings highlight the importance of long-term care policies for immigrant daughters-in-law and for policymakers and service providers to assist this group in relieving caretaker stress.",https://www.airitilibrary.com/Publication/Index?DocID=16818822-201212-201303180023-201303180023-139-182,26,2012,NTU Social Work Review
The Exploration for Subsisting Conditions of Diversifying Care Service Suppliers: Learning from the Practical Experience of Monitoring Systems in the Long-term Care Insurance System in Japan,"Hsiu-Mei Chuang, Yi-Chun Chou, Ming-Chun Lai","Monitoring Systems, Long-term Care Insurance, Japan, Multiplication of Care Service Suppliers","The difficulties in implementing the privatization of domestic social welfare services include requesting necessary objects and establishing a monitoring system. The second issue is especially serious. In accordance with the implementation of the care insurance system in the near future, the participation of profit and non-profit organizations would be expanded to realize the multiplication of care services. According to the perceptions of care service providers in Taiwan, contracts for special entrepreneurs (including public agencies, non-profit organizations, and profit enterprises) would be introduced. Simultaneously, the related state monitoring system should be established to monitor the service quality from different types of service providers and avoid illegal activity. This article discusses the basic terms of multiplication of care services by examining the experiences of the monitoring mechanism of care insurance in Japan. The content includes the legal regulations of care insurance law, illegal events of service providers ”COMSN (Community Medical Systems & Network)” methods of strengthening monitoring systems as the fallowing reaction from state, and the mechanisms of existing monitoring systems. Finally, methods regarding the orientation and principles for a monitoring system for implementing care insurance in Taiwan are proposed.",https://www.airitilibrary.com/Publication/Index?DocID=16818822-201212-201303180023-201303180023-183-221,26,2012,NTU Social Work Review
Gender and Social Construction: Exploring the Shaping of Gender Consciousness among Social Work Students in Taiwan,Miriam Mei-Lin Liu,"gender-consciousness, social construction, feminism, social work education","Previous research demonstrated that social work education plays a crucial role in increasing student professional development and self-understanding in the process of gender socialization. Based on my doctoral findings, Issues in Father-daughter Incest Intervention, this study explores the understanding of social-work students of gender equity and gendered consciousnesses. This study also analyses the transformational process of social work students' involvement in gender equity education programmes and their understanding of the content, effects, and processes associated with the development of gender consciousness. This study will help social-work students enhance their gender sensitivity, and increase the application of gender perspectives during work.",https://www.airitilibrary.com/Publication/Index?DocID=16818822-201206-201209210001-201209210001-1-50,25,2012,NTU Social Work Review
"The Projection of Disabled Population, Population with Dementia, and Care Workers in Need in Taiwan","Yun-Tung Wang, James Cherng-Tay Hsueh, Chih-Sung Teng, Hsin-Mu Chen, Pei-Shan Yang, Ching-En Chan","disabled, projection, long-term care service, care worker, dementia","Aims: This study uses databases and hypotheses to project the population in Taiwan who are likely to need long-term care services in the near future (including disabled people and people with dementia), and the number of care workers required providing such services. This study also presents findings by Geographic Information System (GIS), and gives some suggestions for long-term care insurance policy-making.Methods: This study uses the prevalence method in projecting the population who will likely need long-term care services. A demand-based approach is used for the projection of the caring hours and amounts of care workers required.Results: Based on the projection of this study, there will be 347,548 people (1.49% of total population) with at least one ADL in 2011 in Taiwan. Among them, there will be 229,491 people aged 65 and above (9.00% of this sub-population). Including the population with only IADL and dementia, there will be 610,768 people (occupying 2.62% of total population) with long-term care needs in 2011 in Taiwan. In addition, the female elderly population with long term care needs exceeds the male population, and the difference between these two will keep increasing in the near future. Furthermore, based on GIS analysis, the amount of care workers will become insufficient nationwide in many areas, yet foreign care workers could serve within the long-term care system to make up this shortfall.Implications: This study gives four suggestions: (1) An increase in domestic care workers in some regions by the establishment of a long-term care services network having some incentives is necessary; (2) Construction of an integrated and comprehensive long-term care database will assist in confirming the mechanism of communication and policy-making for the different ministries affecting the long-term care field; (3) Increasing the foreign care worker involvement in the long-term care system, and implementing prevocational training regulations for them, should be addressed by articles of law related to the long-term care field, and (4) The establishment of vocational training regulations, and a license/certificate renewing mechanism for domestic/foreign care workers should be initiated immediately.",https://www.airitilibrary.com/Publication/Index?DocID=16818822-201206-201209210001-201209210001-51-102,25,2012,NTU Social Work Review
Action Research of Cultivating Resilience of Teenage Girls in a Residential Setting,Chien-Ju Pai,"resilience cultivation, resilience, teenage girls in a residential setting","It has been proven that resilience has can be cultivated through environmental interaction processes. In Taiwan, children's and juvenile social welfare residential settings are facing the challenge of provided more active and professional service, and developing teenagers' independent living ability to withstand adverse circumstances. The research goals of this study are to implement resilience cultivation with a residential group through collaborative action, as well as to generalize the implementation conditions and affecting factors. The action was carried out at Taitung County Telay Girls' Home of Good-Shepherd Social Welfare Services Foundation, a teenage girls' residential setting in east Taiwan, from June 2008 to December 2010. Through 4 phases of action cycles, the following results have been found. The process of teenage girls' resilience cultivation is an unstable but continually advancing process. It is also a mutual interactive development process between social workers and girls. The cultivation of individual protective factors should utilize relationships and environmental protective factors at the same time. Social workers should have professional skill competence, the ability to act as mature role models, and commitment to the professional values of social work. In addition, an organization shift is required, involving the redistribution of manpower and resources, and the change of the culture and philosophy of the residential professional group. The key elements that influence success or failure are the management capability and persistent faith of the chief manager, as well as the support of the upper stratum in the organization.",https://www.airitilibrary.com/Publication/Index?DocID=16818822-201206-201209210001-201209210001-103-155,25,2012,NTU Social Work Review
Welfare State Restructuring: Construction and Reform of Long-Term Care Insurance in Germany and Policy Implications for Taiwan,Ming-Fang Chen,"long-term care insurance, Germany, social risks, welfare state restructuring, Bismarckian welfare system, new","It has only quite recently been recognized that long-term care constitutes a core institution of modern welfare states. The author argues that while most of the mature welfare democracies are faced with fiscal restrictions, they do have adaptive ability to modernize themselves with system restructuring that is dominantly conditioned by the welfare regimes. This paper elaborates the construction of the long-term care insurance in Germany-a typical conservative welfare regime-and its major reform in 2008 with the illustration of core institutional contents, the analysis of achievements, shortcomings, and future challenges. With the demonstration of main characteristics of Bismarckian welfare systems and their potential crises resulting from the new social risks, this paper explores how the Bismarckian welfare state processes the system modernization with the development of mandatory social long-term care insurance when faced with the problems characterized by the fact that the ageing population increases the quality and quantity of care, but the transformation of family and employment structure decreases the possibility of informal care. Taiwan has built a newly emerging Bismarckian welfare state through the social policy expansion since the 1990s and is facing similar problems resulting from the new social risks; hence, lessons learnt from the development of the long-term care insurance in Germany will be especially important to Taiwan for system design and policy implementation.",https://www.airitilibrary.com/Publication/Index?DocID=16818822-201206-201209210001-201209210001-157-207,25,2012,NTU Social Work Review
A Study on Community Traits and Community Social Capital,"Yuan-Shie Hwang, Li-Hsin Chuang, Su-Jen Liu, Xin-Ting Lin","short-distance linking social capital, long-distance social capital, community-bridging social capital, community traits","This paper aims to explore the variance and relationship between community traits and community social capital. After reviewing literatures related to ”community” and ”social capital”, a structured questionnaire was designed by the researchers. Community was viewed as a research unit and all of the Registered Community Development Associations in Taiwan were surveyed 780 questionnaires were completed and analyzed. The outcome showed that the different types of community social capital varied and yet were related to agree in community demographic variables, community geographic attributes, community scales, community organizing, community activities and community leaders' attributes. After discussion and analysis, this study proposed seven suggestions for the reference of promoting community work for policymaking and practice, including: (1) closing the gap of social capital between various community types, (2) rethinking and redefining the way, scope and scale of community, (3) motivating community cohesion and activity by good using of the characteristics of ethnic, religion or culture (or industry), (4) enforcing community leaders' commitment and effort of community management, (5)balancing different types of social capital and avoiding meteoric community programmers, (6) continuing to promote community evaluation and accumulating the stock of social capital, and (7) advancing related community activities in order to promote community social capital.",https://www.airitilibrary.com/Publication/Index?DocID=16818822-201206-201209210001-201209210001-209-254,25,2012,NTU Social Work Review
